source_id,ship_name,chamber,remarks,archival_reference,uid,source_type,das_voyage_id
1975,Reigersdaal,Delft,,NL-HaNA/1.04.02/13876////,8800ae96-b395-4f0e-a8da-c6362aec5b3b,pay_ledger,92893
1976,Voorschoten,Delft,,NL-HaNA/1.04.02/13877////,1179604f-449a-45e5-b4c5-1afb8375b6ca,pay_ledger,92918
1977,Donkervliet,Delft,,NL-HaNA/1.04.02/13878////,b2f8d8c2-7f91-46f3-bff1-ea5c96fe2e7e,pay_ledger,92934
1978,Wateringen,Delft,,NL-HaNA/1.04.02/13879////,8488d36b-8d7d-4a77-a5eb-7dfedcf9d647,pay_ledger,92946
1979,Schoonderloo,Delft,,NL-HaNA/1.04.02/13880////,2bd51cea-ca3f-4c73-b511-ab2217f16086,pay_ledger,92977
1980,Vecht,Delft,,NL-HaNA/1.04.02/13881////,9daa9fa6-c370-4253-920d-2db692e4ad22,pay_ledger,92962
1981,Bogaard,Delft,,NL-HaNA/1.04.02/13882////,257a42b4-94b5-40b7-9e31-4479cb753fc8,pay_ledger,92993
1982,Reigersdaal,Delft,,NL-HaNA/1.04.02/13883////,7f6598c1-829f-41d9-8887-460e7060db7f,pay_ledger,92996
1983,Donkervliet,Delft,,NL-HaNA/1.04.02/13884////,b810db81-5ea2-4335-8b39-e47e6c6c73ae,pay_ledger,93018
1984,Huis te Bijweg,Delft,,NL-HaNA/1.04.02/13885////,c20a8065-00e2-493d-a155-7033745fddad,pay_ledger,93003
1985,Wassenaar,Delft,,NL-HaNA/1.04.02/13886////,5b583cfe-2098-424e-9c30-04e086bf088b,pay_ledger,93041
1986,Grimmestein,Delft,,NL-HaNA/1.04.02/13887////,6bfb61c5-2936-40c7-8aca-cb5a045d2d2e,pay_ledger,93048
1987,Naters,Delft,,NL-HaNA/1.04.02/13888////,90856046-a14f-469c-9a73-767d916e8eaf,pay_ledger,93059
1988,Schoonderloo,Delft,,NL-HaNA/1.04.02/13889////,25a63d4b-2f52-4122-83ae-c7486343b536,pay_ledger,93070
1989,Schellenberg,Delft,,NL-HaNA/1.04.02/13890////,29ab76da-0643-4dc4-bd9f-29b4a447f4b2,pay_ledger,93099
1990,Vrijburg,Delft,,NL-HaNA/1.04.02/13891////,88dbf22b-c154-41bb-bdc5-97f13df80abc,pay_ledger,93093
1991,Wateringen,Delft,,NL-HaNA/1.04.02/13892////,37ae3e26-77ee-495e-9019-e06e0fdc717d,pay_ledger,93113
1992,Arendsduin,Delft,,NL-HaNA/1.04.02/13893////,067cf455-cfb4-46f4-bd03-2cb6e1a5b150,pay_ledger,93133
1993,Donkervliet,Delft,,NL-HaNA/1.04.02/13894////,587e342f-6734-47b5-971e-88e3808b7896,pay_ledger,93134
1994,Meerman,Delft,,NL-HaNA/1.04.02/13895////,63259289-8ad1-4d88-b253-5ff28145aaca,pay_ledger,93148
1995,Wassenaar,Delft,,NL-HaNA/1.04.02/13896////,de7a4d97-2be7-4708-bbbd-be114d8e9f02,pay_ledger,93168
1996,Wijnendaal,Delft,,NL-HaNA/1.04.02/13897////,646355f4-2144-446a-b26c-9114a3fc3d90,pay_ledger,93170
1997,Hoedekenskerke,Delft,,NL-HaNA/1.04.02/13898////,e17fe8f4-d704-4926-b060-e5d05a0d1e3d,pay_ledger,93188
1998,Voorburg,Delft,,NL-HaNA/1.04.02/13899////,1e19fdea-3c95-4ee5-a8f1-f603e9c3147b,pay_ledger,93202
1999,Wassenaar,Delft,,NL-HaNA/1.04.02/13900////,62e45020-af68-4765-af26-e420e3a70601,pay_ledger,93232
2000,Koning Karel de Derde,Delft,,NL-HaNA/1.04.02/13901////,63f8f77b-7d2e-4bcb-9477-24c9b154136c,pay_ledger,93247
2001,Donau,Delft,,NL-HaNA/1.04.02/13902////,4e0b05b3-6b22-46ea-b98c-bcf214ec4d84,pay_ledger,93279
2002,Ter Horst,Delft,,NL-HaNA/1.04.02/13903////,5f70a9ef-33a4-4a4a-96c7-d1593e41f075,pay_ledger,93265
2003,Nederhoven,Delft,,NL-HaNA/1.04.02/13904////,bd999a73-f0b4-423a-840a-dff55a270336,pay_ledger,91599
2004,Spiering,Delft,,NL-HaNA/1.04.02/13905////,33f338c7-ec94-4063-9765-ea785e73d56a,pay_ledger,93300
2005,Horstendaal,Delft,,NL-HaNA/1.04.02/13906////,323a0c30-dac6-4a8e-819c-455c78e5c311,pay_ledger,93319
2006,Schoteroog,Delft,,NL-HaNA/1.04.02/13907////,7fe8b187-f1bf-4126-b61b-6b9b1247284f,pay_ledger,93307
2007,Haringtuin,Delft,,NL-HaNA/1.04.02/13908////,ab42cfdc-61a1-4729-98fb-3ce9ddd1211c,pay_ledger,93329
2008,Samson,Delft,,NL-HaNA/1.04.02/13909////,973cb79d-3146-48e1-89e0-c562886c8982,pay_ledger,93352
2009,Voorburg,Delft,,NL-HaNA/1.04.02/13910////,068cf950-d614-482f-a2cf-ebb21335702f,pay_ledger,93341
2010,Den Dam,Delft,,NL-HaNA/1.04.02/13911////,a6483a47-93de-4bbb-a428-47f8a7238990,pay_ledger,93370
2011,Arendsduin,Delft,,NL-HaNA/1.04.02/13912////,316b39c9-8764-4ea9-8840-d65ed95dfcb2,pay_ledger,93391
2012,Westhoven,Delft,,NL-HaNA/1.04.02/13913////,b9c2161e-3eee-4744-b8e9-7a489813bbeb,pay_ledger,93377
2013,Delfland,Delft,,NL-HaNA/1.04.02/13914////,1c508034-facd-44e5-b1e7-181807fce43e,pay_ledger,93402
2014,Rotterdam,Delft,,NL-HaNA/1.04.02/13915////,90c98e97-1bce-46c9-bfc7-c776126dd31d,pay_ledger,93407
2015,Stadhuis van Delft,Delft,,NL-HaNA/1.04.02/13916////,88985e5f-9bf2-4b92-82c7-d46cccbb1cb3,pay_ledger,93424
2016,Ter Horst,Delft,,NL-HaNA/1.04.02/13917////,3fdcd24f-390e-4ba2-ba49-9660d24e4d98,pay_ledger,93454
2017,Zoetigheid,Delft,,NL-HaNA/1.04.02/13918////,c23df0ab-f0a1-4649-9cbe-b030642b21db,pay_ledger,93438
2018,Goudriaan,Delft,,NL-HaNA/1.04.02/13919////,db16b76c-a646-4a5f-af4d-b1b9ee6bae84,pay_ledger,93467
2019,Vaderland Getrouw,Delft,,NL-HaNA/1.04.02/13920////,f8eb098d-2cc0-4f1e-83ec-7e7fd2910f6b,pay_ledger,93501
2020,Astrea,Delft,,NL-HaNA/1.04.02/13921////,1126b355-50bb-42ad-93e2-2e5f709327f7,pay_ledger,93520
2021,Barbestein,Delft,,NL-HaNA/1.04.02/13922////,c29b5afe-2104-4074-99b0-404cd7186b23,pay_ledger,93507
2022,Zoetigheid,Delft,Aankomst Kaap 1722 06 13; schipbreuk Kaap 1722 06 15,NL-HaNA/1.04.02/13923////,c8b4af68-bf55-49fd-99a2-e7c009952930,pay_ledger,93533
2023,Herstelling,Delft,,NL-HaNA/1.04.02/13924////,a1c02147-52b5-4fc5-a6ad-fa3193691d99,pay_ledger,93544
2024,Kasteel van Woerden,Delft,,NL-HaNA/1.04.02/13925////,6718666c-aafb-4d75-ba76-1951e121edc5,pay_ledger,91614
2025,Den Dam,Delft,,NL-HaNA/1.04.02/13926////,d0d3cb1e-8f09-4f04-8ecd-afde41de655a,pay_ledger,93584
2026,Delfland,Delft,,NL-HaNA/1.04.02/13927////,93381903-ddd9-4071-b373-f8fef07f485f,pay_ledger,93562
2027,Langerode,Delft,,NL-HaNA/1.04.02/13928////,1fcef8d7-31c0-4a6b-a15d-61741a356d0f,pay_ledger,93602
2028,Noordbeek,Delft,,NL-HaNA/1.04.02/13929////,349adf34-766f-431f-a3ad-8f7db79a50aa,pay_ledger,93615
2029,Delfland,Delft,,NL-HaNA/1.04.02/13930////,c82ec7f2-dfd0-46d3-b5f4-8a5b20b9ab7e,pay_ledger,93685
2030,Stadhuis van Delft,Delft,,NL-HaNA/1.04.02/13931////,f0fa82da-dc87-4a17-ba51-c22b26a6f3c6,pay_ledger,93617
2031,Spiering,Delft,,NL-HaNA/1.04.02/13932////,003a8b4c-86a2-421e-9d17-d02dd0f56b77,pay_ledger,93700
2032,Goudriaan,Delft,,NL-HaNA/1.04.02/13933////,aefde88a-bbae-46e4-96e5-f6b776496cd4,pay_ledger,93722
2033,Spieringshoek,Delft,,NL-HaNA/1.04.02/13934////,36723ffb-1756-4252-96ac-4ca02da0bd2a,pay_ledger,93701
2034,Herstelling,Delft,,NL-HaNA/1.04.02/13935////,50e2758a-06d9-4c14-a225-27b3b5a9e7ac,pay_ledger,93740
2035,Langerode,Delft,,NL-HaNA/1.04.02/13936////,2c5d8317-9d26-4296-a80d-cd18b1a5b091,pay_ledger,93725
2036,Ter Horst,Delft,,NL-HaNA/1.04.02/13937////,264e4252-cc13-4888-b7e8-7649b1bf4ae9,pay_ledger,93749
2037,Alblasserdam,Delft,,NL-HaNA/1.04.02/13938////,e71b0916-5814-4c2f-ba64-286332c39111,pay_ledger,93776
2038,Den Dam,Delft,,NL-HaNA/1.04.02/13939////,d0bd6ea3-0982-4c56-b43e-f72352956858,pay_ledger,93786
2039,Delfland,Delft,,NL-HaNA/1.04.02/13940////,36bbf4b6-f1f6-45c8-bdd7-b074cb934b3e,pay_ledger,93813
2040,Spiering,Delft,,NL-HaNA/1.04.02/13941////,3fbb0085-edea-498a-bac6-14cd0edb6ed9,pay_ledger,93815
2041,Langerode,Delft,,NL-HaNA/1.04.02/13942////,84fe7168-1edd-477c-91f4-f9c7f06fa5fc,pay_ledger,93832
2042,Goudriaan,Delft,,NL-HaNA/1.04.02/13943////,86c49f7c-5e68-4490-b2c9-b241002d7dbe,pay_ledger,93850
2043,Stadhuis van Delft,Delft,,NL-HaNA/1.04.02/13944////,a0d87318-2942-4bc1-ab62-409b6d893f85,pay_ledger,93862
2044,Den Dam,Delft,,NL-HaNA/1.04.02/13945////,7b07f843-5b39-4e2b-aeeb-8c99b4d3def2,pay_ledger,93627
2045,Loenderveen,Delft,,NL-HaNA/1.04.02/13946////,28d42b09-a080-4233-abcf-80fd9936b0be,pay_ledger,93626
2046,Langerode,Delft,,NL-HaNA/1.04.02/13947////,1fab88ed-57e1-4029-9fa1-c15235e1e00c,pay_ledger,93639
2047,Spiering,Delft,,NL-HaNA/1.04.02/13948////,ce16587c-3a97-4b6e-badd-ddecde17255f,pay_ledger,93662
2048,Haamstede,Delft,,NL-HaNA/1.04.02/13949////,a34de203-e058-4fe4-8a16-fe1173cf6995,pay_ledger,93890
2049,Alblasserdam,Delft,,NL-HaNA/1.04.02/13950////,4c33cb9c-10db-4d45-b959-7e32242a9b6c,pay_ledger,93912
2050,Goudriaan,Delft,,NL-HaNA/1.04.02/13951////,a673ebae-47f0-4da9-86ec-6ae7d2f93773,pay_ledger,93911
2051,Huis te Spijk,Delft,,NL-HaNA/1.04.02/13952////,9e496213-32fc-4319-8554-baedda09a647,pay_ledger,93932
2052,Magdalena,Delft,,NL-HaNA/1.04.02/13953////,a50ec26c-ef9b-4650-9a6f-578e9a5a8eea,pay_ledger,93949
2053,Adrichem,Delft,,NL-HaNA/1.04.02/13954////,65af49e7-5aa6-43b8-a005-aaa958ab7b50,pay_ledger,93965
2054,Krooswijk,Delft,,NL-HaNA/1.04.02/13955////,734e07a8-8f4a-4f40-969d-0c67e344875e,pay_ledger,93951
2055,Den Dam,Delft,,NL-HaNA/1.04.02/13956////,a47402d7-2802-46ca-a4c5-57aa24ac2f5f,pay_ledger,93990
2056,Rust en Werk,Delft,,NL-HaNA/1.04.02/13957////,5aa8e266-ec9e-4246-b57e-1c94afa4e25e,pay_ledger,94005
2057,Haamstede,Delft,,NL-HaNA/1.04.02/13958////,012e0b3d-f0f5-46c0-a986-00232f67f710,pay_ledger,94023
2058,Krooswijk,Delft,,NL-HaNA/1.04.02/13959////,6f3e2522-b96a-4b11-bb1b-714e0d4f2301,pay_ledger,94044
2059,Kasteel van Woerden,Delft,,NL-HaNA/1.04.02/13960////,12432bbb-3423-4d6f-89bf-43ab747f6242,pay_ledger,94066
2060,Westerbeek,Delft,,NL-HaNA/1.04.02/13962////,73dee804-b6cd-4c50-9d47-5ce409293666,pay_ledger,94068
2061,Strijen,Delft,,NL-HaNA/1.04.02/13961////,2333e64c-3fab-481f-aa0e-3260a59ea201,pay_ledger,94079
2062,Patmos,Delft,,NL-HaNA/1.04.02/13963////,efca0556-65db-47fd-ab1e-81805b25ed5e,pay_ledger,94103
2063,Ruyven,Delft,,NL-HaNA/1.04.02/13964////,96dd4a47-c9f3-4fb5-86ed-26a402c063ab,pay_ledger,94124
2064,Haamstede,Delft,,NL-HaNA/1.04.02/13965////,3f7b42a4-b62e-40e6-b287-47e5e9d51b61,pay_ledger,94146
2065,Rust en Werk,Delft,,NL-HaNA/1.04.02/13966////,7a351f70-86ba-4b11-a530-504615609e6e,pay_ledger,94162
2066,Delfland,Delft,,NL-HaNA/1.04.02/13967////,d05f2b21-7d68-4d2d-b266-42d47da8295c,pay_ledger,94188
2067,Magdalena,Delft,,NL-HaNA/1.04.02/13968////,f662bb59-105d-4925-bab8-454f1eeae452,pay_ledger,94206
2068,Hof van Delft,Delft,,NL-HaNA/1.04.02/13969////,1d451299-75e8-40e0-be7c-25b503e733bb,pay_ledger,94215
2069,Rust en Werk,Delft,,NL-HaNA/1.04.02/13970////,185fc847-0655-4970-a304-c0a3e793a55b,pay_ledger,94229
2070,Delfland,Delft,,NL-HaNA/1.04.02/13971////,3b673bb2-023a-45ac-8c56-993653118fe5,pay_ledger,94248
2071,Vreeland,Delft,,NL-HaNA/1.04.02/13972////,9f6493e3-038d-4334-b908-863ffb30c72f,pay_ledger,94270
2072,Hof van Delft,Delft,,NL-HaNA/1.04.02/13973////,3776797c-3338-4ff5-bbca-011a6bb1ee2b,pay_ledger,94280
2073,Hoop,Delft,,NL-HaNA/1.04.02/13974////,4f6b5c5e-61d4-4cb7-914a-e8e10f7886ea,pay_ledger,94310
2074,Strijen,Delft,,NL-HaNA/1.04.02/13975////,3a966993-05d0-4794-9c61-c2e1ae7e5719,pay_ledger,94309
2075,Tolsduin,Delft,,NL-HaNA/1.04.02/13976////,7d0847f1-96d7-48f2-9c07-9a1d75ee112a,pay_ledger,94327
2076,Voorzichtigheid,Delft,,NL-HaNA/1.04.02/13977////,33585461-21c8-452f-b64e-954963903cd8,pay_ledger,94343
2077,Vrijheid,Delft,,NL-HaNA/1.04.02/13978////,1fed44ed-2878-4794-accc-62d68ce63d07,pay_ledger,94336
2078,Ida,Delft,,NL-HaNA/1.04.02/13979////,c08afabf-b5af-41e0-9037-7e3f3261ec3d,pay_ledger,94363
2079,Pasgeld,Delft,,NL-HaNA/1.04.02/13980////,c7fdac42-d278-4f6a-ad6f-04cbb9c3b4fd,pay_ledger,94412
2080,Rust en Werk,Delft,,NL-HaNA/1.04.02/13981////,838a041b-5c09-46f8-b3f7-b80dc1870bec,pay_ledger,94427
2081,Bosbeek,Delft,,NL-HaNA/1.04.02/13982////,3240b9d6-aa2f-44b5-8686-765352ffeb58,pay_ledger,94435
2082,Overschie,Delft,,NL-HaNA/1.04.02/13983////,3fefba92-acab-447b-be5b-de91e6775b94,pay_ledger,94452
2083,Huis ter Duine,Delft,,NL-HaNA/1.04.02/13984////,d7d7466e-4039-48c3-a512-254915c26d92,pay_ledger,94467
2084,Naarstigheid,Delft,,NL-HaNA/1.04.02/13985////,6d0105e9-15bb-4498-bbcb-5f3ba48be69b,pay_ledger,94476
2085,Rust en Werk,Delft,"Niet bestaand DAS_nummer; verzeilt naar Suriname,  terug op 27-04-1749 op Goeree",NL-HaNA/1.04.02/13986////,f0f14198-d5ff-436c-882c-3e3aaaebe69e,pay_ledger,100001
2086,Westhoven,Delft,,NL-HaNA/1.04.02/13987////,9c0cdd99-0030-4bf1-9b3d-cbc33856d7b4,pay_ledger,94501
2087,Overschie,Delft,,NL-HaNA/1.04.02/13988////,34d81827-ff0a-450f-8521-27c114feac62,pay_ledger,94508
2088,Wildrijk,Delft,,NL-HaNA/1.04.02/13989////,92d473ef-75e5-4db4-a783-aab1fc47289c,pay_ledger,94524
2089,Bevalligheid,Delft,,NL-HaNA/1.04.02/13990////,6d7957a2-7a6d-45c8-9709-f94528f897ae,pay_ledger,94550
2090,Deunisveld,Delft,,NL-HaNA/1.04.02/13991////,49dfd67d-4c9b-405e-98bc-92fc6a754e05,pay_ledger,94531
2091,Rust en Werk,Delft,,NL-HaNA/1.04.02/13992////,a684822a-cb88-454b-8f75-bd1dbe4ee772,pay_ledger,94544
2092,Gouverneur-generaal,Delft,,NL-HaNA/1.04.02/13993////,e54ff1ce-6ea9-42cb-9f2c-9ebc5ab57242,pay_ledger,94376
2093,Pasgeld,Delft,,NL-HaNA/1.04.02/13994////,b4c61477-fbf7-4e74-9aa0-752cd6fe6446,pay_ledger,94573
2094,Standvastigheid,Delft,,NL-HaNA/1.04.02/13995////,1b2deeaa-d237-4324-827d-44ec9a56e2b0,pay_ledger,94561
2095,Erfprins,Delft,,NL-HaNA/1.04.02/13996////,ecba33e4-6d91-47b8-a8c2-643677090075,pay_ledger,94586
2096,Bevalligheid,Delft,,NL-HaNA/1.04.02/13997////,954b0fbd-881f-47bb-aa14-a771bed566c2,pay_ledger,94598
2097,Overschie,Delft,,NL-HaNA/1.04.02/13998////,4beed3d0-53cd-45b0-a7a6-63f3d306b937,pay_ledger,94618
2098,Delft,Delft,,NL-HaNA/1.04.02/13999////,78aa76e6-2a6e-49c6-9af4-01ec95b48100,pay_ledger,94634
2099,Baarzande,Delft,,NL-HaNA/1.04.02/14000////,629d60f2-3b39-44cf-8535-1ca4c8d52035,pay_ledger,94651
2100,Erfprins,Delft,,NL-HaNA/1.04.02/14001////,da2ce31c-feec-48c1-84b4-09316780e517,pay_ledger,94670
2101,Voorburg,Delft,,NL-HaNA/1.04.02/14002////,9215c024-98be-4f64-84d4-da4ea9e19bd4,pay_ledger,94660
2102,Naarstigheid,Delft,,NL-HaNA/1.04.02/14003////,1fec6e74-7616-4fec-94b8-39a73567077a,pay_ledger,94680
2103,Deunisveld,Delft,,NL-HaNA/1.04.02/14004////,dd1570a7-a8e8-430b-a994-4b9ef064da06,pay_ledger,94692
2104,'s-Gravezande,Delft,,NL-HaNA/1.04.02/14005////,6d1daa8b-2768-4514-a3f0-6a6676c182fc,pay_ledger,94709
2105,Gerechtigheid,Delft,,NL-HaNA/1.04.02/14006////,5537ddc8-3c86-4fc6-b9be-a71893f63ed7,pay_ledger,94723
2106,Hoop,Delft,,NL-HaNA/1.04.02/14007////,d9d247c3-0da7-4baf-be7f-95b830d37a4f,pay_ledger,94736
2107,Overschie,Delft,,NL-HaNA/1.04.02/14008////,3737b710-c9c4-4745-a0e1-d4445eb5caa7,pay_ledger,94743
2108,Delft,Delft,,NL-HaNA/1.04.02/14009////,0330cfcc-12a7-4277-8dec-7eae44308e93,pay_ledger,94385
2109,Gouverneur-generaal,Delft,,NL-HaNA/1.04.02/14010////,c4ac1005-279e-47ae-ad92-14cffb3f711e,pay_ledger,94760
2110,Bleiswijk,Delft,,NL-HaNA/1.04.02/14011////,26dc9888-ec7c-420f-a80c-a5024d7a6410,pay_ledger,94777
2111,Erfprins,Delft,,NL-HaNA/1.04.02/14012////,676a6b3d-7515-480d-88b0-df1d9054741c,pay_ledger,94808
2112,'s-Gravezande,Delft,,NL-HaNA/1.04.02/14013////,6255ec93-9c2e-446c-b0fe-bb49c523ddc3,pay_ledger,94816
2113,Overschie,Delft,,NL-HaNA/1.04.02/14014////,c7a77ac9-2677-4bc7-bff9-acaf25b99cfe,pay_ledger,94826
2114,Gouverneur-generaal,Delft,,NL-HaNA/1.04.02/14015////,2592855b-53f0-4c0a-92f4-0ebc1c6c9bdf,pay_ledger,94835
2115,Hoop,Delft,,NL-HaNA/1.04.02/14016////,bf6e9f61-c6a9-4e4d-8963-547f30c24665,pay_ledger,94856
2116,Scholtenburg,Delft,,NL-HaNA/1.04.02/14017////,553e0dae-3d4c-4e18-ba6b-267f4c8de5da,pay_ledger,94859
2117,Vrouwe Kornelia Hildegonda,Delft,,NL-HaNA/1.04.02/14018////,dbf57fa1-469c-4de3-afbb-7d13efd32b4c,pay_ledger,94869
2118,Bleiswijk,Delft,,NL-HaNA/1.04.02/14019////,25bf0ab8-11af-4446-942a-ab24bddc5560,pay_ledger,94886
2119,Overschie,Delft,,NL-HaNA/1.04.02/14020////,83843f9b-4728-454f-a29a-c91c231dbfec,pay_ledger,94898
2120,Erfprins,Delft,,NL-HaNA/1.04.02/14021////,f8fb9337-5ab0-46ae-8210-5423e8fc3e64,pay_ledger,94910
2121,Gouverneur-generaal,Delft,,NL-HaNA/1.04.02/14022////,39d4dd14-4758-4792-acf3-7142c7ad6e4e,pay_ledger,94923
2122,Hoop,Delft,,NL-HaNA/1.04.02/14023////,8ceae3ae-b64a-4a6f-b486-35815dac013d,pay_ledger,94931
2123,Bleiswijk,Delft,,NL-HaNA/1.04.02/14024////,5c82350d-2f11-45a4-9426-eb8321167c5b,pay_ledger,94959
2124,Kattendijke,Delft,,NL-HaNA/1.04.02/14025////,c79a9f84-0b43-405f-ae82-9defe2131a86,pay_ledger,94947
2125,Vreeburg,Delft,,NL-HaNA/1.04.02/14026////,eecfb51b-cd63-46e9-86b0-e13626655f85,pay_ledger,94975
2126,Zilveren Leeuw,Delft,,NL-HaNA/1.04.02/14027////,b8c9a039-a19b-48d8-92be-130779cd6be6,pay_ledger,94989
2127,Erfprins,Delft,Via Suriname naar Lissabon; verkocht,NL-HaNA/1.04.02/14028////,7ed8d0a9-8002-4f3b-96b4-cb10f28c479a,pay_ledger,95003
2128,Vrouwe Anthoinetta Koenrardina,Delft,,NL-HaNA/1.04.02/14029////,d61ca2f7-0783-4a01-a90a-cd4113563c21,pay_ledger,95019
2129,Bleiswijk,Delft,,NL-HaNA/1.04.02/14030////,9a0153ea-a048-4894-8635-e71b05d32bc3,pay_ledger,95042
2130,Pauw,Delft,,NL-HaNA/1.04.02/14031////,260850e3-2559-43f0-abd6-7119ff3e2dab,pay_ledger,95054
2131,Ritthem,Delft,,NL-HaNA/1.04.02/14032////,19b4a36c-8cd4-4565-9a8b-5d794f9d1f21,pay_ledger,95084
2132,Erfprins,Delft,,NL-HaNA/1.04.02/14033////,3830f547-ec85-4390-8d7e-653cd2bdc83b,pay_ledger,95109
2133,Lekkerlust,Delft,,NL-HaNA/1.04.02/14034////,b0995836-1765-4c81-8d27-7ed331a8d88e,pay_ledger,95097
2134,Zilveren Leeuw,Delft,,NL-HaNA/1.04.02/14035////,7fe7405d-d382-4aa1-94c7-eee2f9e685bc,pay_ledger,95126
2135,Lam,Delft,,NL-HaNA/1.04.02/14036////,37acef5e-7765-4b0f-a9a6-f14ab92c8e84,pay_ledger,95138
2136,Vreeburg,Delft,,NL-HaNA/1.04.02/14037////,b5cacdd3-79f8-4aa7-9e92-6d1fda7ab268,pay_ledger,95153
2137,Pauw,Delft,"Pauw vaart terug naar Texel, vertrekt op 31-12-1771",NL-HaNA/1.04.02/14038////,d371575b-4763-46cf-bba9-7dd5ceb4f250,pay_ledger,95179
2138,Mercuur,Delft,,NL-HaNA/1.04.02/14039////,4dee28f5-f4ff-45b8-9ccd-74f8ea805d3e,pay_ledger,95185
2139,Vrouwe Anthoinetta Koenrardina,Delft,,NL-HaNA/1.04.02/14040////,f972b15f-9a8f-45df-96a5-0b47939770bd,pay_ledger,95196
2140,Hoolwerf,Delft,,NL-HaNA/1.04.02/14041////,18013c20-9a3b-4872-821c-92b37fc0903c,pay_ledger,95218
2141,Eendracht,Delft,,NL-HaNA/1.04.02/14042////,4c167f53-c007-43e0-b069-9484a9a3eb57,pay_ledger,95228
2142,Pauw,Delft,,NL-HaNA/1.04.02/14043////,4d3f9030-1b10-44b4-84c5-a48158d4f9ea,pay_ledger,95252
2143,Delfshaven,Delft,,NL-HaNA/1.04.02/14044////,af96dc59-cd78-4f99-aa0c-898438b42963,pay_ledger,95266
2144,Herstelder,Delft,,NL-HaNA/1.04.02/14045////,d273262b-85c3-41d2-ba83-15b7032a8f75,pay_ledger,95258
2145,Buitenleven,Delft,,NL-HaNA/1.04.02/14046////,2e711810-2c05-4528-8ab4-d2c27f4defa0,pay_ledger,95299
2146,Juno,Delft,,NL-HaNA/1.04.02/14047////,990cf928-7ea5-4fc9-8b54-1cfb0893539a,pay_ledger,95285
2147,Vriendschap,Delft,,NL-HaNA/1.04.02/14048////,77af2c97-161e-40ff-9a85-855300638974,pay_ledger,95328
2148,Vrouwe Anthoinetta Koenrardina,Delft,,NL-HaNA/1.04.02/14049////,0abb6692-72a2-46f5-9210-d965f1fd367f,pay_ledger,95319
2149,Ridderkerk,Delft,,NL-HaNA/1.04.02/14050////,977a5854-1308-4c4c-ac2a-c35737d111d2,pay_ledger,95348
2150,Vrouwe Everhardina,Delft,,NL-HaNA/1.04.02/14051////,5918c0de-a1f8-4d62-8deb-3fd3119be605,pay_ledger,95364
2151,Buitenleven,Delft,,NL-HaNA/1.04.02/14052////,33740433-9307-4bf8-a465-0348509a8d62,pay_ledger,95380
2152,Vreeburg,Delft,,NL-HaNA/1.04.02/14053////,48ba9d88-2ba1-4527-80d6-c8cdacc3598e,pay_ledger,95370
2153,Batavia,Delft,,NL-HaNA/1.04.02/14054////,c68f1605-3f66-413a-9597-eb9f16a4da48,pay_ledger,95419
2154,Vrouwe Anthoinetta Koenrardina,Delft,,NL-HaNA/1.04.02/14055////,8596836c-c788-4428-97e0-4e121f411e70,pay_ledger,95399
2155,Zilveren Leeuw,Delft,,NL-HaNA/1.04.02/14056////,844a6221-2b05-480e-8df2-1e0299ba0cbd,pay_ledger,95428
2156,Schoonderloo,Delft,,NL-HaNA/1.04.02/14057////,945a1361-f06c-4e6e-863a-3d7f88c57444,pay_ledger,95447
2157,Hindeloopen,Delft,,NL-HaNA/1.04.02/14058////,385efa38-2c6b-4e69-a208-c4a3a51f757e,pay_ledger,95471
2158,Rozenburg,Delft,,NL-HaNA/1.04.02/14059////,1005bbf3-8165-4d42-ac22-d6bf2e42e7d5,pay_ledger,95476
2159,Constantia,Delft,,NL-HaNA/1.04.02/14060////,01420789-9326-4870-8286-6226dfa37b24,pay_ledger,95508
2160,Horssen,Delft,,NL-HaNA/1.04.02/14061////,9c70587b-5b8b-4a69-aea1-773085873c58,pay_ledger,95554
2161,Schoonderloo,Delft,,NL-HaNA/1.04.02/14062////,b40cdae0-995f-4bf9-854c-82eb9e8c9c23,pay_ledger,95545
2162,Houtlust,Delft,,NL-HaNA/1.04.02/14063////,fedf0756-4642-43da-b43b-6719eec372c7,pay_ledger,95577
2163,Rozenburg,Delft,,NL-HaNA/1.04.02/14064////,680de40e-bb69-42fa-aeeb-507ddf21cd9a,pay_ledger,94394
2164,Constantia,Delft,,NL-HaNA/1.04.02/14065////,d1d24e37-88e6-4c09-ac24-988fc0bc0871,pay_ledger,95598
2165,Recht door Zee,Delft,,NL-HaNA/1.04.02/14066////,f6040021-13aa-4c97-8be6-f094064634f8,pay_ledger,95624
2166,Delft,Delft,,NL-HaNA/1.04.02/14067////,b4a4815d-3aea-434e-bb75-09ff06b9a9ce,pay_ledger,95660
2167,Horssen,Delft,,NL-HaNA/1.04.02/14068////,208b4b2b-dd80-416f-b5ec-8ffa51ea35f9,pay_ledger,95647
2168,Eenparigheid,Delft,,NL-HaNA/1.04.02/14069////,9b1043d9-25f7-42ea-b334-a7c424025332,pay_ledger,95680
2169,Expeditie,Delft,,NL-HaNA/1.04.02/14070////,694e8e6c-73f6-48cb-96a1-bf49b731fa36,pay_ledger,95686
2170,Hoornweg,Delft,,NL-HaNA/1.04.02/14071////,78caa74b-bbe1-4925-9404-ae96dd20956e,pay_ledger,95697
